"recordID","name","site","YEAR"
126,"KirkmanK",NA,2015
126,"KnopsJ","CDR",2015
126,"La PierreK","KNZ",2015
126,"LeffJ",NA,2015
126,"MacDougallA",NA,2015
126,"McCulleyR","SGS  ",2015
126,"MitchellC",NA,2015
126,"RischA",NA,2015
126,"SchuetzM",NA,2015
126,"StevensC",NA,2015
126,"WilliamsR",NA,2015
126,"FiererN","KBS",2015
126,"BatesS",NA,2015
126,"BorerE","AND",2015
126,"FirnJ",NA,2015
126,"HarpoleW",NA,2015
126,"LindE",NA,2015
126,"SeabloomE","CDR",2015
126,"AdlerP","SGS",2015
127,"PutnamH","MCR",2015
127,"GatesR","MCR",2015
128,"OhmanM","CCE",2015
129,"FaheyT","LUQ",2015
129,"FaheyT","HBR",2015
129,"RodenhouseN","HBR",2015
129,"RustadL","HBR",2015
129,"SchabergP",NA,2015
129,"VadeboncoeurM","HBR",2015
129,"TemplerP","HBR",2015
129,"AndersonB","FCE",2015
129,"BattlesJ","HBR",2015
129,"CampbellJ","HBR",2015
129,"CampbellJ","AND",2015
129,"CampbellJ","FCE",2015
129,"DriscollC","HBR",2015
129,"FuscoA",NA,2015
129,"GreenM","HBR",2015
129,"KassamK",NA,2015
130,"FakhraeiH","HBR",2015
130,"DriscollC","HBR",2015
131,"de VerneilA",NA,2015
131,"FranksP","CCE",2015
132,"ChenillatX",NA,2015
132,"Rivi{\`e}reP",NA,2015
133,"ReidP",NA,2015
133,"StammerjohnS","PAL",2015
133,"MassomR",NA,2015
133,"ScambosT",NA,2015
133,"LieserJ",NA,2015
134,"FussC","HBR",2015
134,"DriscollC","HBR",2015
134,"CampbellJ","HBR",2015
134,"CampbellJ","AND",2015
134,"CampbellJ","FCE",2015
135,"EdwardsI",NA,2015
135,"CornuelleB",NA,2015
136,"HillardH","MCR",2015
137,"StammerjohnS","PAL",2015
137,"YagerP",NA,2015
137,"MaksymT",NA,2015
137,"MassomR",NA,2015
137,"LowryK",NA,2015
137,"ArrigoK",NA,2015
137,"YuanX",NA,2015
137,"RaphaelM",NA,2015
137,"Randall-GoodwinE","PAL",2015
137,"SherrellR","PAL",2015
138,"JacoxJ",NA,2015
139,"JacksonD",NA,2015
139,"75-86d",NA,2015
140,"HwangT","CWT",2015
140,"BandL","CWT",2015
140,"HalesT","CWT",2015
140,"MiniatC","CWT",2015
140,"VoseJ","CWT",2015
140,"BolstadP","CWT",2015
140,"MilesB",NA,2015
140,"PriceK","CWT",2015
140,"PriceK","KNZ",2015
141,"MorseJ","NWT",2015
141,"Dur{\'a}nJ",NA,2015
141,"GroffmanP","HBR",2015
141,"GroffmanP","BES",2015
142,"SeeC","CDR",2015
142,"SeeC","HBR",2015
142,"YanaiR","HBR",2015
142,"FiskM","HBR",2015
142,"VadeboncoeurM","HBR",2015
142,"QuinteroB","LUQ",2015
142,"FaheyT","LUQ",2015
142,"FaheyT","HBR",2015
143,"BaeK","HBR",2015
143,"FaheyT","LUQ",2015
143,"FaheyT","HBR",2015
143,"YanaiR","HBR",2015
143,"FiskM","HBR",2015
144,"GoodaleC","HBR",2015
144,"FredriksenG",NA,2015
144,"WeissM","ARC",2015
144,"McCalleyC",NA,2015
144,"SparksJ",NA,2015
144,"ThomasS","FCE",2015
